DNI_Empleado,DNI_Administrador,Nombre,Apellido_Materno,Apellido_Paterno,Fecha_Nac,Direccion,DepartamentoNombre,AgenciaNombre
86064896,,Clabe,Johnson,Thomas,1980-9-15,-12.00/-77.90,Conductores,Terrapuerto Trujillo
30406888,,Dasia,Martin,Smith,1984-11-18,-12.16/-77.43,Limpieza,Lima
94364596,,Philomene,Johnson,Thomas,1970-3-18,-12.66/-77.54,Asistentes,Sullana
21145533,,Clifford,Davis,Miller,1990-11-18,-12.65/-77.17,Asistentes,Lima
38900787,,Deliah,Taylor,Williams,1980-1-5,-12.83/-77.90,Limpieza,Tumbes
37420465,,Raquel,Brown,Davis,1970-6-19,-12.91/-77.97,Asistentes,Tumbes
65185539,30406888,Lanie,Thomas,Smith,1972-7-19,-12.36/-77.39,Ventas,Tumbes
62363205,30406888,Violeta,Martinez,Martin,1998-5-28,-12.17/-77.23,Conductores,Chiclayo
82560291,86064896,Reginald,Davis,White,1983-2-12,-12.81/-77.14,Limpieza,Oficina Bolivar
28766489,30406888,Judith,Wilson,Anderson,1974-2-21,-12.53/-77.42,Asistentes,Chimbote
55407881,21145533,Les,Taylor,Smith,1994-1-19,-12.80/-77.03,Limpieza,Sullana
14863315,30406888,Leora,Martinez,Thompson,1974-9-25,-12.16/-77.51,Ventas,Talara
95514719,21145533,Geneva,Williams,Williams,1981-10-2,-12.27/-77.05,Asistentes,Tumbes
96140871,30406888,Cas,Williams,Martin,1994-4-12,-12.55/-77.81,Asistentes,Sullana
07299117,94364596,Lorri,Johnson,Taylor,1992-2-1,-12.18/-77.63,Conductores,Los Organos
01203974,30406888,Violetta,Williams,Jones,1990-4-23,-12.21/-77.50,Conductores,Sullana
83579614,94364596,Reed,Rodriguez,Jones,1984-4-20,-12.26/-77.49,Asistentes,Oficina Bolivar
83012432,30406888,Tori,Thomas,Jones,1987-3-8,-12.16/-77.79,Ventas,Chimbote
53952871,30406888,Darrel,Rodriguez,Taylor,1982-10-3,-12.43/-77.86,Asistentes,Oficina Bolivar
36469170,94364596,Durell,Thomas,Jones,1978-9-20,-12.13/-77.02,Conductores,Tumbes
86001569,30406888,Britton,Martin,Miller,1989-11-28,-12.17/-77.54,Conductores,Plaza Norte
08515827,94364596,Ashlynn,White,Davis,1981-2-18,-12.61/-77.96,Ventas,Talara
52186192,21145533,True,Thomas,Martinez,1998-10-0,-12.89/-77.34,Asistentes,Plaza Norte
26676952,21145533,Justina,Smith,Martin,1973-10-13,-12.11/-77.39,Conductores,Plaza Norte
83519524,94364596,Reggie,Smith,Martinez,1982-5-20,-12.29/-77.46,Limpieza,Paita
71929350,94364596,Irene,Jackson,Miller,1986-6-23,-12.39/-77.10,Asistentes,Tumbes
30397445,21145533,Earl,Anderson,Moore,1988-11-13,-12.62/-77.75,Conductores,Paita Terminal
74919969,86064896,Hakeem,Thompson,Martinez,1986-6-24,-12.47/-77.31,Conductores,Chimbote
62214690,94364596,Alessandro,Jones,Brown,1990-6-14,-12.23/-77.16,Conductores,Chimbote
83479230,30406888,Tinie,Martin,Garcia,1992-1-1,-12.35/-77.44,Ventas,Chiclayo
10055571,86064896,Rayford,Moore,Smith,1997-5-6,-12.55/-77.88,Ventas,Oficina Juan Pablo
50039765,30406888,Rayfield,Anderson,Anderson,1984-1-23,-12.19/-77.90,Ventas,Talara
05943614,86064896,Chynna,Miller,Smith,1991-11-22,-12.17/-77.39,Ventas,Chimbote
91636869,94364596,Arvo,Johnson,Smith,1997-7-4,-12.23/-77.49,Limpieza,Paita Terminal
48942671,94364596,Chester,Anderson,Thomas,1971-4-27,-12.56/-77.21,Limpieza,Paita Terminal
67740080,94364596,Jalon,Rodriguez,Jackson,1981-9-19,-12.87/-77.64,Conductores,Chimbote
96980741,21145533,Isamar,Smith,Taylor,1997-8-23,-12.04/-77.22,Limpieza,Terrapuerto Trujillo
90279165,21145533,Ingeborg,Martinez,Brown,1998-1-12,-12.07/-77.31,Conductores,Plaza Norte
35257679,86064896,Rayford,Lee,Smith,1990-6-17,-12.07/-77.55,Asistentes,Chimbote
79256957,86064896,Loni,Jackson,Wilson,1998-5-10,-12.33/-77.01,Conductores,Máncora
94228225,21145533,Garrett,Wilson,Miller,1996-5-7,-12.81/-77.81,Ventas,Chiclayo
98355606,30406888,Roland,Martin,Martinez,1977-9-1,-12.81/-77.67,Asistentes,Piura Terminal
62303786,86064896,Sylvania,White,Williams,1994-3-4,-12.11/-77.16,Limpieza,Sullana
78474571,94364596,Donavon,Williams,Davis,1978-7-19,-12.08/-77.91,Asistentes,Chimbote
70330666,30406888,Shanice,Thomas,Wilson,1997-7-9,-12.05/-77.42,Conductores,Oficina Juan Pablo
72316439,21145533,Chancy,Taylor,Miller,1982-9-0,-12.45/-77.17,Limpieza,Talara
83627349,30406888,Leopold,White,Thomas,1995-3-15,-12.88/-77.22,Ventas,Lima
64907656,30406888,Sheridan,Miller,Brown,1978-9-16,-12.02/-77.75,Asistentes,Paita Terminal
56057831,86064896,Johathan,Williams,Moore,1980-7-7,-12.51/-77.81,Limpieza,Oficina Juan Pablo
76008305,21145533,Lourdes,Brown,Smith,1997-11-13,-12.94/-77.90,Limpieza,Terrapuerto Trujillo
13598859,30406888,Llewellyn,White,Lee,1976-4-20,-12.36/-77.85,Asistentes,Oficina Bolivar
18458860,86064896,Wilber,Lee,Jones,1980-11-28,-12.49/-77.69,Limpieza,Oficina Bolivar
35687212,86064896,Mat,Moore,Moore,1975-6-22,-12.91/-77.75,Ventas,Máncora
85438579,30406888,Ura,Anderson,Lee,1997-11-12,-12.75/-77.89,Limpieza,Sullana
92787874,21145533,Sabrina,Jackson,Jackson,1986-8-19,-12.39/-77.89,Asistentes,Chiclayo
34012581,30406888,Minerva,Martinez,Brown,1974-2-25,-12.02/-77.12,Asistentes,Chimbote
06550612,30406888,Donat,Davis,Jones,1988-9-1,-12.62/-77.23,Asistentes,Oficina Bolivar
43375809,30406888,Ronin,Davis,Jackson,1991-10-6,-12.59/-77.20,Limpieza,Sullana
05843216,94364596,Alexandre,Martinez,Thomas,1970-11-8,-12.10/-77.09,Asistentes,Los Organos
88252335,30406888,Vivian,Taylor,Garcia,1985-12-21,-12.29/-77.04,Conductores,Oficina Juan Pablo
18379388,30406888,Adelle,Jackson,Martinez,1974-4-18,-12.39/-77.46,Ventas,Oficina Bolivar
73867914,21145533,Cara,Williams,Thomas,1995-7-22,-12.23/-77.12,Ventas,Los Organos
21316564,21145533,Arielle,Thomas,Miller,1978-9-22,-12.95/-77.69,Limpieza,Oficina Bolivar
08609923,86064896,Thomasina,Thomas,Taylor,1985-1-16,-12.78/-77.45,Limpieza,Chimbote
11538237,30406888,Ruby,Rodriguez,Smith,1970-12-21,-12.82/-77.78,Asistentes,Paita Terminal
25025890,86064896,Micaela,Johnson,Miller,1976-11-6,-12.22/-77.56,Conductores,Lima
32621002,30406888,Garnet,Anderson,Thompson,1971-6-0,-12.64/-77.36,Ventas,Terrapuerto Trujillo
66020458,94364596,Rylee,Lee,Martin,1974-12-7,-12.57/-77.92,Asistentes,Tumbes
36164723,21145533,Marci,Johnson,Rodriguez,1991-12-12,-12.94/-77.92,Limpieza,Paita
83815780,86064896,Sabra,Thompson,Taylor,1971-3-6,-12.09/-77.21,Asistentes,Piura Terminal
52752145,94364596,Evelin,Garcia,Smith,1970-6-12,-12.54/-77.29,Limpieza,Los Organos
27982985,21145533,Chrystal,Garcia,Johnson,1998-5-5,-12.03/-77.02,Conductores,Paita
68530100,30406888,Bernard,Thompson,Jackson,1978-3-27,-12.16/-77.60,Conductores,Paita Terminal
20401933,21145533,Conley,Smith,Jackson,1995-3-3,-12.11/-77.39,Asistentes,Piura Terminal
31392103,21145533,Ham,Lee,Jackson,1972-6-16,-12.25/-77.84,Asistentes,Terrapuerto Trujillo
88314445,94364596,Francesca,Thompson,Moore,1992-5-17,-12.22/-77.48,Asistentes,Terrapuerto Trujillo
58262786,94364596,Lassie,Jackson,Williams,1986-11-24,-12.27/-77.31,Asistentes,Lima
28527965,94364596,Shaylee,White,Thomas,1999-9-20,-12.67/-77.67,Ventas,Chiclayo
67244167,30406888,Tari,Jones,Martinez,1986-5-23,-12.30/-77.93,Conductores,Talara
55016795,94364596,Daryle,Garcia,Williams,1971-6-16,-12.75/-77.36,Ventas,Sullana
94950184,86064896,Verle,Davis,Brown,1987-4-13,-12.10/-77.02,Ventas,Lima
49985751,21145533,Tatum,Williams,White,1999-9-16,-12.64/-77.48,Conductores,Lima
27072115,86064896,Elvira,Smith,Brown,1977-4-9,-12.65/-77.11,Asistentes,Los Organos
56313091,21145533,Jovany,Martin,Garcia,1999-6-4,-12.46/-77.98,Conductores,Chimbote
96620414,86064896,Pansy,Moore,Davis,1980-6-8,-12.23/-77.43,Ventas,Chiclayo
82707565,21145533,Cherilyn,Martinez,White,1988-8-7,-12.71/-77.28,Conductores,Chimbote
51745288,86064896,Yamilet,Anderson,Jackson,1997-2-28,-12.49/-77.55,Conductores,Oficina Juan Pablo
67014312,30406888,Ashanti,Taylor,Davis,1982-5-22,-12.98/-77.60,Asistentes,Tumbes
08675620,94364596,Antonio,Thomas,Garcia,1990-10-3,-12.73/-77.40,Ventas,Paita Terminal
91239149,86064896,Helen,Anderson,Davis,1979-4-2,-12.97/-77.12,Ventas,Paita Terminal
66613903,94364596,Tillman,Garcia,Brown,1985-10-4,-12.40/-77.47,Conductores,Los Organos
95632544,86064896,Bethel,Jones,Wilson,1986-12-24,-12.68/-77.08,Limpieza,Lima
45103162,94364596,Djuana,Williams,Lee,1986-6-0,-12.19/-77.52,Asistentes,Chimbote
18647637,94364596,Tonja,Thomas,Brown,1973-1-15,-12.63/-77.25,Asistentes,Plaza Norte
69056098,94364596,Malinda,Thomas,Wilson,1998-12-21,-12.25/-77.05,Asistentes,Tumbes
52898355,30406888,Corrie,White,Miller,1973-4-9,-12.49/-77.00,Limpieza,Tumbes
55824551,21145533,Cato,Rodriguez,Rodriguez,1972-10-6,-12.91/-77.99,Asistentes,Talara
54224366,86064896,Finn,Johnson,Rodriguez,1990-3-4,-12.23/-77.81,Conductores,Los Organos
41059179,21145533,Lilia,Taylor,Davis,1997-7-18,-12.32/-77.04,Ventas,Máncora
35811352,94364596,Elmira,Moore,Smith,1977-1-1,-12.45/-77.44,Ventas,Talara
65665091,30406888,Dollie,Moore,Johnson,1996-1-20,-12.07/-77.54,Limpieza,Máncora
65627361,86064896,Jeramiah,Brown,Smith,1995-5-23,-12.62/-77.38,Limpieza,Paita
40631657,94364596,Jabez,Lee,Rodriguez,1977-1-24,-12.41/-77.88,Asistentes,Terrapuerto Trujillo
19507767,21145533,Rickie,Thomas,Davis,1989-1-3,-12.92/-77.92,Asistentes,Máncora
95270431,21145533,Fenton,Brown,Lee,1985-1-24,-12.27/-77.54,Conductores,Oficina Juan Pablo
19898300,86064896,Male,Martinez,Martin,1973-2-21,-12.91/-77.42,Asistentes,Los Organos
71428164,30406888,Brice,Thompson,Brown,1992-4-4,-12.71/-77.36,Limpieza,Paita
33204596,21145533,Selena,Taylor,Thomas,1971-10-6,-12.33/-77.12,Conductores,Sullana
92386654,30406888,Viney,Garcia,Brown,1983-3-24,-12.45/-77.63,Ventas,Los Organos
07766299,86064896,Princess,Moore,Williams,1993-10-22,-12.13/-77.84,Ventas,Oficina Bolivar
41969603,94364596,Colter,Anderson,Wilson,1975-5-22,-12.91/-77.32,Conductores,Chiclayo
42190435,94364596,Hailee,Johnson,Johnson,1970-9-24,-12.47/-77.79,Limpieza,Sullana
29039141,86064896,Khloe,Martin,Lee,1988-11-2,-12.98/-77.36,Asistentes,Chimbote
49262922,94364596,Evan,Johnson,Rodriguez,1971-2-8,-12.06/-77.08,Limpieza,Plaza Norte
62536342,30406888,Orlin,Taylor,Rodriguez,1982-4-27,-12.40/-77.32,Asistentes,Oficina Bolivar
44453373,21145533,Edie,Wilson,Thompson,1992-1-8,-12.07/-77.17,Ventas,Sullana
32763805,21145533,Cathie,Wilson,White,1995-12-24,-12.83/-77.05,Conductores,Oficina Bolivar
32595224,86064896,Austen,Jackson,Smith,1990-10-24,-12.46/-77.97,Limpieza,Sullana
97869367,86064896,Kadeem,Martinez,Wilson,1988-3-17,-12.90/-77.29,Asistentes,Piura Terminal
05415274,21145533,Vida,White,Thompson,1973-2-21,-12.79/-77.68,Ventas,Oficina Juan Pablo
56495484,94364596,Dixon,Williams,Wilson,1998-8-2,-12.42/-77.98,Asistentes,Paita Terminal
88555425,86064896,Jackeline,Jackson,Wilson,1978-7-6,-12.17/-77.60,Ventas,Lima
07793164,94364596,Cari,Lee,White,1970-8-9,-12.68/-77.05,Ventas,Piura Terminal
13670310,21145533,Ralph,Wilson,Lee,1993-11-11,-12.35/-77.39,Asistentes,Lima
43434292,21145533,Beecher,Martin,Wilson,1995-4-10,-12.95/-77.61,Conductores,Chiclayo
61069520,94364596,Karon,Martinez,Moore,1994-6-10,-12.19/-77.87,Asistentes,Piura Terminal
25721215,94364596,Samatha,Anderson,Taylor,1989-11-23,-12.55/-77.72,Asistentes,Chiclayo
99944874,86064896,Demi,Johnson,Davis,1993-9-16,-12.05/-77.90,Conductores,Paita
21195967,94364596,Bentley,Garcia,Smith,1999-2-11,-12.75/-77.39,Conductores,Plaza Norte
41229929,94364596,Lyndon,Moore,Brown,1993-9-20,-12.84/-77.06,Conductores,Paita
69690370,86064896,Gillian,Wilson,Davis,1992-1-12,-12.35/-77.92,Conductores,Lima
17554932,30406888,Maryjo,Anderson,Lee,1988-11-7,-12.38/-77.70,Conductores,Plaza Norte
93936688,30406888,Milburn,Wilson,Smith,1979-11-27,-12.44/-77.07,Limpieza,Paita
38255287,86064896,Hezekiah,Anderson,White,1970-12-21,-12.36/-77.44,Asistentes,Piura Terminal
73171631,21145533,Roosevelt,Wilson,Williams,1971-5-8,-12.56/-77.78,Ventas,Chiclayo
01299844,94364596,Rayne,Miller,White,1983-2-26,-12.42/-77.66,Ventas,Lima
80596365,30406888,Harris,Moore,Garcia,1993-12-11,-12.64/-77.96,Conductores,Terrapuerto Trujillo
89619987,86064896,Karly,Thomas,Moore,1985-4-28,-12.46/-77.39,Ventas,Paita Terminal
67536904,86064896,Kandi,Taylor,Thompson,1989-12-11,-12.22/-77.25,Conductores,Sullana
